# source\ttarget	weight	delay
1.188600000000000000e+04	1.749300000000000000e+04	3.000000000000000000e+01	1.000000000000000000e+00
1.194000000000000000e+04	1.749300000000000000e+04	5.950000000000000000e+02	1.000000000000000000e+00
1.363200000000000000e+04	1.749300000000000000e+04	1.050000000000000000e+02	1.000000000000000000e+00
1.378500000000000000e+04	1.749300000000000000e+04	-7.000000000000000000e+01	1.000000000000000000e+00
1.480600000000000000e+04	1.749300000000000000e+04	1.550000000000000000e+02	1.000000000000000000e+00
1.572400000000000000e+04	1.749300000000000000e+04	1.150000000000000000e+02	1.000000000000000000e+00
1.619200000000000000e+04	1.749300000000000000e+04	1.000000000000000000e+02	1.000000000000000000e+00
1.621400000000000000e+04	1.749300000000000000e+04	-9.000000000000000000e+01	1.000000000000000000e+00
1.628800000000000000e+04	1.749300000000000000e+04	-1.400000000000000000e+02	1.000000000000000000e+00
1.646900000000000000e+04	1.749300000000000000e+04	5.300000000000000000e+02	1.000000000000000000e+00
1.649400000000000000e+04	1.749300000000000000e+04	2.500000000000000000e+01	1.000000000000000000e+00
1.651700000000000000e+04	1.749300000000000000e+04	3.000000000000000000e+01	1.000000000000000000e+00
1.674900000000000000e+04	1.749300000000000000e+04	1.000000000000000000e+02	1.000000000000000000e+00
1.685400000000000000e+04	1.749300000000000000e+04	1.650000000000000000e+02	1.000000000000000000e+00
1.724800000000000000e+04	1.749300000000000000e+04	2.500000000000000000e+01	1.000000000000000000e+00
1.738400000000000000e+04	1.749300000000000000e+04	3.500000000000000000e+01	1.000000000000000000e+00
1.749400000000000000e+04	1.749300000000000000e+04	1.100000000000000000e+02	1.000000000000000000e+00
1.781500000000000000e+04	1.749300000000000000e+04	-6.500000000000000000e+01	1.000000000000000000e+00
1.821100000000000000e+04	1.749300000000000000e+04	9.000000000000000000e+01	1.000000000000000000e+00
1.936100000000000000e+04	1.749300000000000000e+04	4.500000000000000000e+01	1.000000000000000000e+00
1.951300000000000000e+04	1.749300000000000000e+04	4.500000000000000000e+01	1.000000000000000000e+00
2.001200000000000000e+04	1.749300000000000000e+04	5.000000000000000000e+01	1.000000000000000000e+00
2.021900000000000000e+04	1.749300000000000000e+04	8.000000000000000000e+01	1.000000000000000000e+00
2.041700000000000000e+04	1.749300000000000000e+04	-1.050000000000000000e+02	1.000000000000000000e+00
2.045700000000000000e+04	1.749300000000000000e+04	3.000000000000000000e+01	1.000000000000000000e+00
2.138800000000000000e+04	1.749300000000000000e+04	5.000000000000000000e+01	1.000000000000000000e+00
2.138900000000000000e+04	1.749300000000000000e+04	-4.000000000000000000e+01	1.000000000000000000e+00
2.154700000000000000e+04	1.749300000000000000e+04	2.500000000000000000e+01	1.000000000000000000e+00
2.213800000000000000e+04	1.749300000000000000e+04	4.500000000000000000e+01	1.000000000000000000e+00
2.429800000000000000e+04	1.749300000000000000e+04	-3.500000000000000000e+01	1.000000000000000000e+00
2.494800000000000000e+04	1.749300000000000000e+04	1.100000000000000000e+02	1.000000000000000000e+00
2.608700000000000000e+04	1.749300000000000000e+04	-3.000000000000000000e+01	1.000000000000000000e+00
2.787500000000000000e+04	1.749300000000000000e+04	5.500000000000000000e+01	1.000000000000000000e+00
2.817500000000000000e+04	1.749300000000000000e+04	6.000000000000000000e+01	1.000000000000000000e+00
2.876300000000000000e+04	1.749300000000000000e+04	1.200000000000000000e+02	1.000000000000000000e+00
2.936000000000000000e+04	1.749300000000000000e+04	1.350000000000000000e+02	1.000000000000000000e+00
3.042200000000000000e+04	1.749300000000000000e+04	1.000000000000000000e+02	1.000000000000000000e+00
3.048700000000000000e+04	1.749300000000000000e+04	5.000000000000000000e+01	1.000000000000000000e+00
3.054900000000000000e+04	1.749300000000000000e+04	7.000000000000000000e+01	1.000000000000000000e+00
3.066600000000000000e+04	1.749300000000000000e+04	5.000000000000000000e+01	1.000000000000000000e+00
3.113100000000000000e+04	1.749300000000000000e+04	1.600000000000000000e+02	1.000000000000000000e+00
3.117800000000000000e+04	1.749300000000000000e+04	6.500000000000000000e+01	1.000000000000000000e+00
3.270800000000000000e+04	1.749300000000000000e+04	1.000000000000000000e+02	1.000000000000000000e+00
3.283500000000000000e+04	1.749300000000000000e+04	7.500000000000000000e+01	1.000000000000000000e+00
3.403400000000000000e+04	1.749300000000000000e+04	1.200000000000000000e+02	1.000000000000000000e+00
3.554300000000000000e+04	1.749300000000000000e+04	6.000000000000000000e+01	1.000000000000000000e+00
3.591900000000000000e+04	1.749300000000000000e+04	7.500000000000000000e+01	1.000000000000000000e+00
3.665900000000000000e+04	1.749300000000000000e+04	9.500000000000000000e+01	1.000000000000000000e+00
3.845700000000000000e+04	1.749300000000000000e+04	2.500000000000000000e+01	1.000000000000000000e+00
